zip_code,state,lat_max,lat_min,long_max,long_min,number_of_panels_north,number_of_panels_south,number_of_panels_east,number_of_panels_west,number_of_panels_flat,number_of_panels_total,potential_kwh_total
94806,California,38.0099196,37.9490725,-122.3078758,-122.3589396,59481,156468,124664,142566,479650,962829,345722741
95030,California,37.2568045,37.200013,-121.9175547,-122.0241425,23034,85995,69669,63943,58771,301412,107381042
95125,California,37.3224116,37.2717191,-121.8595078,-121.9313338,103320,276348,168522,232651,292447,1073288,388712113
95220,California,38.2414834,38.1496184,-121.0592527,-121.4190441,4051,13593,7954,10057,44262,79917,28935107
95389,California,37.8910419,37.5358715,-119.2599759,-119.820558,228,2157,785,1101,2332,6603,2249374
95603,California,38.9724623,38.8373894,-120.9894918,-121.1908332,40070,189752,135862,158042,166381,690107,241235614
95660,California,38.7042982,38.6377038,-121.3540154,-121.405459,52103,135265,84091,108168,307685,687312,242918360
95821,California,38.6452205,38.6052306,-121.3463227,-121.4203803,47572,171325,102066,136990,251559,709512,247321084
95822,California,38.5742754,38.4814643,-121.4674031,-121.5284809,92320,235626,150069,180006,211266,869287,305555582
95825,California,38.6112826,38.561062,-121.3731477,-121.4210867,35071,107206,57541,78157,321046,599021,209911769
95843,California,38.7282686,38.7034606,-121.3243166,-121.4058162,21658,234337,160646,202638,74605,693884,243813230
95928,California,39.8556908,39.4934758,-121.6264157,-121.9825682,32635,190638,126523,151404,372906,874106,306809148
90012,California,34.0848898,34.046076,-118.2256274,-118.2562484,1845,22501,12217,15455,270305,322323,120762478
90028,California,34.1075146,34.0936518,-118.3094136,-118.3466057,2525,28873,10548,20418,204384,266748,101299164
90274,California,33.8040851,33.7432962,-118.3158983,-118.4277651,5313,230879,99594,143165,98600,577551,216994814
91301,California,34.1679585,34.0721926,-118.7062342,-118.8321422,4691,159960,94604,107315,133431,500001,194007585
91326,California,34.328498,34.2574703,-118.5201739,-118.5983308,3621,228355,125202,140694,95253,593125,230847413
91355,California,34.4685825,34.3790699,-118.5387133,-118.6491422,5814,160884,101317,120662,536842,925519,365965748
91356,California,34.1839698,34.1350641,-118.5274257,-118.5686046,3909,114906,57191,70006,212148,458160,174589224
91915,California,32.6527123,32.6056666,-116.8888947,-116.9706169,58520,105067,97967,105614,54218,421386,160437364
92014,California,33.0082823,32.9311625,-117.1699936,-117.2709642,16109,118550,75987,97438,120783,428867,153863461
92503,California,33.9618819,33.8381436,-117.3694283,-117.5129957,67155,377531,241739,358694,481083,1526202,589917714
92506,California,33.977269,33.8855623,-117.3179402,-117.4096355,36608,297147,190434,247647,179945,951781,364834078
92532,California,33.9322217,33.6549911,-116.4362519,-117.3606606,13761,113996,84265,99639,53534,365195,142976762
92553,California,33.9407022,33.9030054,-117.2061292,-117.2876806,29498,293450,162059,287661,361901,1134569,445199410
92602,California,33.7651633,33.7094924,-117.7097546,-117.7927195,63777,96165,90162,79148,73848,403100,148923546
93013,California,34.4580292,34.3731386,-119.4160051,-119.5971395,22889,92865,73798,80815,150138,420505,157504394
93060,California,34.4751367,34.2822885,-118.9648043,-119.1967053,61687,135542,87970,101118,188715,575032,221707665
93535,California,34.7781802,34.6167322,-117.6418571,-118.1393547,38952,293859,169546,280593,215255,998205,413593623
93706,California,36.7500815,36.5548436,-119.7667644,-120.0607687,103357,171655,112426,129495,564775,1081708,401167121
94010,California,37.6030198,37.5295741,-122.3295069,-122.4115304,58821,213688,154970,167368,385912,980759,341546343
94572,California,38.0563857,38.0060061,-122.2136674,-122.2739179,16698,40677,35007,40885,33777,167044,59424809
94803,California,37.990383,37.9342896,-122.2304452,-122.3298058,28426,127445,94122,105846,131982,487821,172966617
94951,California,38.3552525,38.2808272,-122.5802888,-122.7051552,12338,46270,35159,42908,23751,160426,55742824
95004,California,36.9106035,36.8367376,-121.5927176,-121.6755742,76,442,245,339,163,1265,455860
95050,California,37.3739935,37.3235289,-121.9316449,-121.9698396,56361,161075,103307,138468,461020,920231,336943119
95215,California,38.0656063,37.8516801,-121.0078627,-121.257575,51468,108386,94440,101840,653168,1009302,370203700
95405,California,38.4572927,38.4164922,-122.6487838,-122.7025409,40429,133463,79405,109003,84688,446988,154409533
95476,California,38.3597455,38.1272222,-122.3689995,-122.5674216,91894,264029,196337,223890,323423,1099573,385948348
95605,California,38.6030559,38.5821293,-121.5082057,-121.5699123,16123,47896,34997,37553,213713,350282,124929746
95687,California,38.4097063,38.2703646,-121.8238998,-122.0184358,99898,325415,203606,258418,191861,1079198,383617189
90680,California,33.8156077,33.7741078,-117.9802024,-118.0169391,44836,81700,41281,69053,214772,451642,168444539
91945,California,32.748783,32.7153595,-117.0124894,-117.0635483,64946,104933,69140,92601,132125,463745,176942271
92251,California,33.043766,32.7894131,-115.4373755,-115.8615455,19487,81007,31477,62785,96432,291188,118034781
92394,California,34.618828,34.5141876,-117.2641441,-117.3994927,20285,163034,110340,154804,42845,491308,208367575
92508,California,33.9309384,33.8523092,-117.2810964,-117.356093,14028,215333,129320,189164,252268,800113,313432275
92570,California,33.8657461,33.7026528,-117.2122753,-117.4265238,65770,255672,161264,220893,447004,1150603,448982406
92706,California,33.7827603,33.7525862,-117.8561663,-117.9071985,46528,112834,62955,98754,123528,444599,163959189
92782,California,33.7771349,33.6939737,-117.7543568,-117.8326539,46825,115688,93703,97988,82470,436674,161130339
93405,California,35.3770177,35.1682584,-120.622439,-120.8485934,46139,125878,79917,103595,142973,498502,192051959
93444,California,35.1138651,34.9821528,-120.3932896,-120.5661232,22921,104550,56714,86240,74928,345353,132037821
94002,California,37.5345087,37.4987204,-122.2629517,-122.3513525,47287,116503,86733,91814,172556,514893,181641455
94061,California,37.4817872,37.4428656,-122.2090791,-122.2685568,76969,154253,120780,115768,115377,583147,206441641
94547,California,38.0331221,37.9828012,-122.2265114,-122.2937871,29926,114233,93193,119756,59734,416842,148669758
94553,California,38.0362482,37.927964,-122.0553571,-122.2485721,80583,254053,175199,212045,288219,1010099,359203705
94585,California,38.2688946,38.0590643,-121.8039891,-122.0486976,59404,153106,91153,132716,76024,512403,185689094
95403,California,38.5577081,38.4489617,-122.7033572,-122.8225756,51718,246181,154409,223541,486373,1162222,406964928
95626,California,38.7928275,38.6997701,-121.4001898,-121.4928353,13985,38509,26416,33383,14882,127175,44551349
95691,California,38.7778067,38.5040435,-121.5122321,-121.6547126,55713,227684,170510,178310,695764,1327981,478028397
95758,California,38.4550307,38.3729045,-121.3603502,-121.4856289,49161,360501,293785,339905,230201,1273553,452550864
95834,California,38.6704599,38.6270984,-121.4711257,-121.5763776,22553,123546,88802,106395,550085,891381,321365046
95842,California,38.7066847,38.6541667,-121.3251422,-121.3712656,51496,140648,106810,121655,114624,535233,186336164
95864,California,38.6101379,38.5620946,-121.3498074,-121.4077552,52065,182857,124499,146823,97742,603986,207598789
95961,California,39.1287901,38.9706031,-121.4894664,-121.5972648,44959,94752,73750,83113,133213,429787,151405598
96001,California,40.7204451,40.493599,-122.359281,-122.5716579,24595,250801,174151,181897,271826,903270,306436773
96002,California,40.5844711,40.4729101,-122.2509363,-122.3739822,24795,223864,154021,189169,276452,868301,294221404
90020,California,34.0709898,34.0622267,-118.2845915,-118.3377137,1318,25769,6119,11995,167229,212430,80673055
90275,California,33.7948006,33.7233053,-118.3011362,-118.4171089,6054,289260,131271,210594,242095,879274,331612269
91311,California,34.3235955,34.2254111,-118.5603286,-118.6449608,6718,205296,101386,133899,750613,1197912,462602251
92008,California,33.1807761,33.1111114,-117.2684842,-117.3579522,26951,138268,90989,129632,428620,814460,298214615
92010,California,33.1808118,33.1283574,-117.2355981,-117.3264413,11547,83393,60235,76968,151953,384096,142303195
92283,California,32.8125123,32.7183519,-114.5484867,-114.8856081,2573,6314,3622,4786,10328,27623,11015389
92320,California,34.012241,33.9573661,-116.9997285,-117.1164331,20057,60044,30304,44132,60195,214732,84450291
92548,California,33.7838211,33.7362488,-117.0716623,-117.1362528,13355,27092,15969,23147,85725,165288,64885984
92591,California,33.5543481,33.5010286,-117.0376296,-117.1708666,36025,239769,169618,199058,201297,845767,332197827
92592,California,33.6421621,33.4262966,-116.9358204,-117.1491841,90159,492809,367889,415362,192264,1558483,613244616
92805,California,33.8561769,33.7964263,-117.8774095,-117.9310559,106697,175745,134093,159715,532559,1108809,410119581
93108,California,34.4585129,34.416127,-119.5605427,-119.6886416,24252,128491,69706,78788,84514,385751,144098488
93199,California,34.426199,34.4248615,-119.8701753,-119.8760739,85,280,419,498,242,1524,577164
93202,California,36.3156025,36.30387,-119.7020719,-119.714709,6806,10553,10095,11965,8942,48361,17964277
93307,California,35.3866037,35.0331906,-118.8080822,-119.0284397,222010,344015,187803,280502,472553,1506883,563566599
93465,California,35.6133342,35.484777,-120.5617055,-120.9159355,9731,49792,35123,40729,32837,168212,65030210
93906,California,36.7659434,36.6862278,-121.5967298,-121.6652831,50441,207391,192947,185428,283470,919677,329373481
94043,California,37.4358993,37.3862865,-122.037886,-122.1079478,34760,104120,84378,87563,551615,862436,311511379
94403,California,37.5674081,37.5162754,-122.2755129,-122.3315218,91199,164299,117913,138996,247946,760353,269452253
94612,California,37.8173924,37.7997811,-122.2614451,-122.2809516,2885,12386,11678,9452,119422,155823,53941403
94904,California,37.9646619,37.9273146,-122.5074383,-122.5959703,17838,53975,40480,40947,82754,235994,82701814
95134,California,37.4577006,37.3870761,-121.9162656,-121.9758598,16208,37692,28557,31061,382961,496479,179811386
95206,California,38.0114855,37.8103083,-121.1830964,-121.5768904,106093,319612,257712,285703,1191529,2160649,794534391
95341,California,37.3197519,37.1422798,-120.3089991,-120.6982699,72177,122131,122954,130967,258026,706255,258332143
95492,California,38.5847894,38.4769476,-122.7708109,-122.856404,29961,200728,125872,175454,128374,660389,229994976
95612,California,38.5041854,38.2995115,-121.5029785,-121.6455336,791,1829,1224,1680,1502,7026,2481861
95973,California,40.0652599,39.7229427,-121.681087,-122.0848763,34053,221447,118072,175337,231159,780068,273607398
96062,California,40.6325258,40.5056274,-121.9587992,-122.2213806,95,442,468,575,33,1613,538846
91752,California,34.0332651,33.9518348,-117.505989,-117.5580114,26589,166818,110786,157246,813929,1275368,495825638
91910,California,32.6574592,32.6120424,-116.9916347,-117.1106534,136994,273020,241637,263327,393995,1308973,497154989
91913,California,32.6599713,32.5853689,-116.9636489,-117.0157082,95614,185741,158554,176271,60996,677176,257963098
91942,California,32.7958166,32.7542944,-116.9858387,-117.0536079,83549,140645,99541,129747,311255,764737,291085301
92057,California,33.2988112,33.1994894,-117.245244,-117.3683955,69577,274584,194955,240818,206387,986321,369599497
92124,California,32.842869,32.790175,-117.0752939,-117.1171455,35459,145136,112501,122308,61377,476781,178831477
92236,California,33.7285443,33.6539106,-116.1154586,-116.2307039,33813,145747,73142,119589,188702,560993,227243406
92344,California,34.4497836,34.3360625,-117.341104,-117.4572677,4980,105875,52607,90400,30045,283907,121403850
92392,California,34.5211643,34.4379119,-117.2666936,-117.4859422,28455,332677,188887,285051,183815,1018885,434156402
92562,California,33.6121793,33.4776804,-117.1707149,-117.5085578,80559,415972,259077,324455,257258,1337321,528539968
92677,California,33.5728923,33.4878828,-117.672956,-117.7396859,98379,373767,278521,337779,155804,1244250,453514503
92808,California,33.8721746,33.8244121,-117.7134432,-117.77323,36720,107248,87644,102103,53554,387269,141853138
92843,California,33.7746104,33.7323055,-117.8943474,-117.958651,72724,116613,58885,104674,287148,640044,239271729
92868,California,33.8021294,33.7744662,-117.8565669,-117.9060198,39417,70481,32735,55689,330585,528907,196490725
92883,California,33.823707,33.7112588,-117.3965783,-117.5530242,22506,215721,155518,167248,109486,670479,261493011
93215,California,35.8665818,35.6731523,-119.0275807,-119.3317273,94859,154799,109077,138935,298511,796181,300136065
93458,California,34.9906905,34.9153024,-120.4328149,-120.5362076,43447,192646,109893,149156,300887,796029,312269851
93657,California,36.8749499,36.6570784,-119.3020507,-119.6457247,65616,146372,87687,102367,224681,626723,229841070
93704,California,36.8366726,36.7650404,-119.7905983,-119.8169858,91259,177340,121855,137201,220896,748551,269027764
94027,California,37.4763264,37.4244761,-122.1684628,-122.2380465,16836,70730,55571,40246,38665,222048,76666079
94040,California,37.4120547,37.357996,-122.0588621,-122.1172715,42017,132714,89517,108673,185273,558194,201592696
94519,California,38.0095114,37.9689898,-121.9816575,-122.0332902,49038,111833,87666,87374,55208,391119,138012621
94551,California,37.8408509,37.6776265,-121.6546681,-121.8713375,82130,211133,136002,185520,570239,1185024,433805599
94565,California,38.0586413,37.9416597,-121.8364006,-122.0054893,167220,416927,334489,363861,385722,1668219,595976743
94901,California,38.0087424,37.9447193,-122.448095,-122.5597067,68558,174228,143720,146699,370133,903338,319818858
95138,California,37.2975992,37.1827831,-121.6693373,-121.808739,28730,98660,76184,80436,127251,411261,151071294
95231,California,37.8965249,37.8557424,-121.2532252,-121.3265742,11916,22716,15479,18132,80871,149114,54469352
95307,California,37.6089567,37.5050555,-120.9020799,-121.0133286,91482,230684,139471,211605,236203,909445,332798156
95330,California,37.8644606,37.7715009,-121.2625695,-121.3691591,28085,64930,54511,60045,447396,654967,242706291
95670,California,38.6352848,38.5679603,-121.2169033,-121.3239825,79963,307764,224437,238335,456244,1306743,458090742
90623,California,33.8659502,33.8361402,-118.0287865,-118.0577842,23683,75965,42259,69827,164374,376108,139692945
92009,California,33.1319771,33.0606524,-117.2176141,-117.2711479,33056,275017,200338,229988,109088,847487,311072632
92101,California,32.741518,32.6962445,-117.1462596,-117.212067,8150,28977,17041,24622,395031,473821,174294336
92114,California,32.733078,32.6881072,-117.0184212,-117.089774,129144,230593,211697,242538,198896,1012868,385765649
92117,California,32.8444055,32.7887833,-117.1641809,-117.2302696,74225,190694,149803,179200,481386,1075308,396583363
92595,California,33.6601952,33.584166,-117.2060833,-117.3102358,52963,211516,148966,160827,176580,750852,293483645
92630,California,33.6732768,33.6075261,-117.6434156,-117.7340844,106938,257644,211891,237726,407808,1222007,450563531
92672,California,33.4598884,33.3783474,-117.5515566,-117.6593729,80641,168157,135765,152148,231020,767731,276570322
92704,California,33.7450693,33.6945475,-117.8838415,-117.9438701,119801,236602,135090,205522,657260,1354275,505085245
92823,California,33.9426356,33.9057971,-117.7891469,-117.8546325,10395,24920,20465,21818,8000,85598,31234950
92833,California,33.9054246,33.8542971,-117.9416048,-117.985281,95273,219131,134971,197095,356882,1003352,369083661
93230,California,36.4417911,36.1083912,-119.4665123,-119.767621,200851,380030,250466,312664,493127,1637138,613776782
93306,California,35.5298843,35.3552716,-118.7026599,-118.9691478,184667,311029,194984,257949,228429,1177058,434646343
93308,California,35.7132786,35.3662066,-118.7015551,-119.2320557,170721,308654,185929,262749,718914,1646967,615723615
93420,California,35.2643442,35.0184355,-120.3052371,-120.6140792,26359,204704,143514,175986,154200,704763,265963087
93454,California,35.1121617,34.7189116,-120.03734,-120.4399827,48096,190999,122166,162238,312125,835624,326711329
93654,California,36.7640829,36.5259927,-119.305182,-119.5127874,64198,133525,78295,112064,183481,571563,209772434
94533,California,38.3110219,38.2312558,-121.9396894,-122.0845434,148624,334198,225012,301167,543374,1552375,560667894
94549,California,37.9586146,37.8496092,-122.0782185,-122.1666666,39960,183351,123811,140155,103154,590431,204766868
94561,California,38.0548501,37.9635304,-121.6236525,-121.7556769,77100,240623,152863,223471,95922,789979,287710581
94589,California,38.1570172,38.1223913,-122.2171251,-122.3338244,62098,148426,116262,141328,131615,599729,212513614
94945,California,38.171803,38.0859997,-122.4891127,-122.6274585,38023,119850,83062,89316,130082,460333,162311676
94949,California,38.0926274,38.0367216,-122.4929594,-122.5843198,38753,96902,69608,79131,138706,423100,149859033
95023,California,37.133073,36.6248117,-121.1722693,-121.5540818,74071,209293,146786,181522,431183,1042855,395980550
95111,California,37.3124023,37.2567781,-121.7910396,-121.8606864,106363,192207,136246,161220,192216,788252,287474149
95127,California,37.4131283,37.3415761,-121.7237095,-121.846676,118485,227598,168978,196215,199012,910288,330925565
95328,California,37.5664639,37.5513914,-120.9021472,-120.9201502,10580,19996,12616,14636,10923,68751,25143856
95380,California,37.5445486,37.4114004,-120.7038057,-120.994544,129478,243121,174558,206821,570469,1324447,486498136
95677,California,38.8223499,38.7704721,-121.1929161,-121.2680909,54955,171864,136638,150101,171367,684925,241066055
95841,California,38.6892256,38.6405595,-121.3269763,-121.3809416,33204,98966,53886,69674,195296,451026,157640807
95901,California,39.5627884,39.042007,-121.118835,-121.6256581,50629,135525,128429,141439,236997,693019,243424664
95982,California,39.223803,39.140787,-121.7167404,-121.8758956,4504,16732,13504,16522,11738,63000,22140060
96003,California,40.910593,40.5585265,-122.0917738,-122.4445406,40163,338706,252953,279765,382692,1294279,441635768
91361,California,34.180006,34.1156676,-118.7939362,-118.9628258,41587,163030,119126,134964,135515,594222,227278372
92037,California,32.9269846,32.8063938,-117.2143639,-117.2817661,33164,222113,147265,204284,343707,950533,341048556
92078,California,33.1571735,33.0918905,-117.126774,-117.2297527,82490,230869,182227,202388,353299,1051273,396404205
92139,California,32.6973876,32.6629441,-117.0218239,-117.0725357,58802,130783,107408,116396,82254,495643,189675904
92276,California,33.8557872,33.5346338,-114.6833771,-116.4055105,14157,35974,25928,37831,120245,234135,93852547
92585,California,33.7861048,33.7031033,-117.1327363,-117.2231036,24845,164567,97176,121483,138720,546791,216674185
92625,California,33.6149956,33.5845184,-117.8416288,-117.890525,62007,96961,81877,79248,99432,419525,153173606
93066,California,34.3255488,34.2519378,-118.946792,-119.1238213,11353,29524,22016,24614,20985,108492,41120061
93725,California,36.7212771,36.5003628,-119.6461359,-119.7908131,68338,119082,78019,87769,951750,1304958,488222411
94089,California,37.4297466,37.3891961,-121.976504,-122.0457006,40138,67613,46757,49362,494843,698713,255161262
94506,California,37.8540618,37.7810447,-121.8410713,-121.9682414,21134,177839,119388,143786,18325,480472,170509266
94513,California,38.0330729,37.847948,-121.5641823,-121.8258573,112644,398266,262583,364260,283038,1420791,519590253
94555,California,37.5923022,37.5250213,-122.0265183,-122.1001432,68574,142943,129318,142234,86844,569913,203800040
94947,California,38.1848455,38.0714993,-122.542489,-122.7532267,40191,119799,102374,96057,106516,464937,162023366
95032,California,37.2685561,37.1887296,-121.874795,-121.9948067,59412,178897,129648,136942,126123,631022,227744524
95123,California,37.2587679,37.2199661,-121.7850984,-121.8749006,110036,303549,218976,263601,249309,1145471,418625341
95242,California,38.2257921,38.057677,-121.2831223,-121.5851832,39500,192308,121876,161281,121980,636945,227817255
95672,California,38.7697357,38.6779521,-120.9381953,-121.0492318,9031,41284,36220,38360,14041,138936,48702439
95682,California,38.7232269,38.5021515,-120.8846798,-121.0462085,45882,195353,158932,172926,134343,707436,248173678
95826,California,38.5703232,38.5218768,-121.335718,-121.4304846,85931,208675,159682,184075,499469,1137832,401856943
95827,California,38.5951711,38.5212018,-121.2982859,-121.355347,46779,120925,82983,102843,312473,666003,235209161
91371,California,34.1877971,34.1797389,-118.5722636,-118.5877995,393,2770,1442,3073,19343,27021,10359246
91941,California,32.7792936,32.7406087,-116.9452963,-117.0490894,102122,183116,124577,156189,143664,709668,267604219
92058,California,33.3709713,33.2012306,-117.2690583,-117.4393955,38743,152106,104828,134893,176011,606581,224343810
92111,California,32.8759214,32.767864,-117.1253033,-117.1947356,71243,165447,124365,162836,628230,1152121,432543109
92131,California,32.9448392,32.8562277,-117.007707,-117.1154154,55148,223436,169273,192153,142610,782620,293936472
92518,California,33.9096647,33.8664871,-117.2453933,-117.3081379,5503,23856,16528,20836,73928,140651,54909526
92587,California,33.7267527,33.670528,-117.2212661,-117.283915,26751,139591,102725,119598,38273,426938,165431692
92604,California,33.7087141,33.6702452,-117.7704587,-117.8092759,57634,148021,136078,120223,85546,547502,201439747
92675,California,33.5620343,33.461641,-117.5029156,-117.6862235,87744,207562,177728,199880,207480,880394,319053328
92844,California,33.773742,33.7452554,-117.9552075,-117.9924138,40195,66968,37809,66257,115611,326840,121534435
93111,California,34.5040739,34.417001,-119.7685935,-119.8287648,25141,114777,95901,115408,130088,481315,181168371
93726,California,36.8082742,36.7772188,-119.7319036,-119.7928427,122145,191640,131128,145304,311796,902013,327685941
93908,California,36.8004372,36.4898272,-121.3888356,-121.7867896,14044,38324,39831,38366,47638,178203,64645516
93933,California,36.7139057,36.6451169,-121.7270936,-121.8156177,26057,104909,87081,86213,198120,502380,177084982
94028,California,37.4229587,37.3215366,-122.1793278,-122.2444284,18718,47470,32990,36498,70954,206630,72120744
94503,California,38.2512267,38.154951,-122.1499343,-122.3075406,46829,108962,92500,113220,327245,688756,246676757
95014,California,37.3406167,37.2498178,-121.9961171,-122.1322233,117423,324124,204129,279154,328908,1253738,456402066
95035,California,37.4927307,37.3984679,-121.811976,-121.9298671,137407,301214,225832,264783,704732,1633968,594758461
95117,California,37.3297518,37.294603,-121.9502218,-121.9806801,35979,107025,59104,87542,115033,404683,147490709
95130,California,37.3009534,37.2711076,-121.9617974,-121.9941182,37364,73153,47114,60067,41418,259116,94165692
95212,California,38.0965947,37.994949,-121.1512833,-121.2810773,40144,170645,130310,143832,137974,622905,225133909
95316,California,37.5945505,37.4919069,-120.568585,-120.8353359,22733,45039,28969,35653,31991,164385,59837177
95361,California,37.9154604,37.6601464,-120.6570746,-120.9608993,74690,196992,154154,175851,305409,907096,329538655
95624,California,38.5003378,38.3686334,-121.2060449,-121.4800956,128139,454404,313940,385424,283724,1565631,558229183
95765,California,38.8394902,38.7947139,-121.229615,-121.318866,58384,231820,186074,207533,256239,940050,334787817
92025,California,33.1358048,33.0498053,-116.9457333,-117.1027693,100193,187627,171673,184930,348378,992801,375060877
92122,California,32.8742235,32.839524,-117.1816872,-117.2338755,21294,148080,102763,126280,161149,559566,204971808
92128,California,33.0541939,32.9351237,-117.0419975,-117.1028052,102145,332563,249309,267659,186038,1137714,429993275
92240,California,33.9922909,33.881895,-116.455603,-116.5870532,37064,79476,66038,73494,222148,478220,197468087
92584,California,33.706584,33.612628,-117.1199988,-117.2404039,46328,328506,250852,292253,265062,1183001,468119906
92596,California,33.7326298,33.542205,-117.0090866,-117.1363562,25083,175614,113900,164824,109163,588584,232411530
92804,California,33.8325073,33.7885533,-117.9416734,-118.017488,161636,254540,130705,232125,449014,1228020,453521974
92831,California,33.8991716,33.8547797,-117.8656894,-117.9202775,60048,129436,94961,133037,633868,1051350,388477774
92869,California,33.8218394,33.7734518,-117.7414835,-117.8304559,76773,216193,154422,204717,134752,786857,289100964
93292,California,36.5113682,36.218126,-119.1348163,-119.2905006,98086,256696,163660,192873,257551,968866,356428755
93720,California,36.8886742,36.7215976,-119.7299685,-119.822005,71267,392326,256651,282967,265169,1268380,458428197
93722,California,36.855177,36.7475483,-119.8403166,-119.9319171,183983,497174,355249,402116,588725,2027247,743791853
94024,California,37.3843684,37.3188473,-122.0609731,-122.1465187,56721,191462,114640,137631,43487,543941,193726282
94526,California,37.8461243,37.7808549,-121.9494108,-122.037997,65825,262476,168925,206777,60623,764626,266987529
95039,California,36.8794385,36.7648364,-121.7354757,-121.8042783,12,108,1557,1116,10377,13170,4611243
95135,California,37.33078,37.2595867,-121.6139138,-121.7904611,38649,143839,107863,119455,34800,444606,162590676
95320,California,37.9288195,37.7404702,-120.9232214,-121.144235,37091,87595,68806,74772,139986,408250,148257908
95814,California,38.5916889,38.5707079,-121.4809212,-121.5075142,3613,18987,20904,16395,184968,244867,84742390
95830,California,38.5340242,38.4500073,-121.2425833,-121.2973026,3469,11042,8058,10353,6187,39109,13814136
92026,California,33.3112729,33.1278925,-117.0674329,-117.1602062,123099,274148,245173,261806,153397,1057623,398990997
92027,California,33.1840148,33.0727106,-116.930674,-117.082741,132534,240478,204997,219245,200700,997954,377859467
92657,California,33.6286907,33.5655441,-117.7939332,-117.8601496,59609,97869,75685,81854,8247,323264,117482323
92845,California,33.7957935,33.7746417,-118.0084075,-118.0427371,72931,115384,59791,90346,50351,388803,143136408
92865,California,33.8468174,33.8132959,-117.8321273,-117.8687933,47841,101646,72557,99960,306149,628153,232772266
92867,California,33.8384571,33.7880168,-117.7617551,-117.8753265,109588,256794,144618,208696,362929,1082625,401788398
93010,California,34.2630952,34.1983757,-119.0082729,-119.1398479,84823,308191,224353,284715,314578,1216660,461661251
94507,California,37.881372,37.8274849,-121.952777,-122.055113,27355,147608,85810,118737,28945,408455,142030618
94521,California,37.9839211,37.9248766,-121.9215997,-122.0094867,101406,252083,222549,214237,114186,904461,320673275
94545,California,37.6655304,37.5893992,-122.0747785,-122.1529172,66725,107110,77132,100326,1206118,1557411,570906212
95336,California,37.8833153,37.7765661,-121.1434965,-121.2738131,144594,292121,248422,273839,508231,1467207,534568655
95757,California,38.4086208,38.2720621,-121.3367169,-121.5073358,68628,276476,239094,262683,120259,967140,348093664
91360,California,34.2480416,34.1707974,-118.8307726,-118.9307793,110442,289202,222452,253517,212182,1087795,415525403
92064,California,33.0648344,32.9034182,-116.9586124,-117.075248,110760,341046,258111,311468,519991,1541376,584172772
92234,California,33.8575806,33.7597352,-116.4323158,-116.4928293,78062,313997,212640,244310,573684,1422693,568919611
92603,California,33.6560571,33.6056314,-117.7433046,-117.8412625,72965,128860,108697,116025,52079,478626,175248227
93455,California,34.9373991,34.7230305,-120.3417264,-120.5677531,97971,328550,220652,285544,429307,1362024,532779440
94129,California,37.8105808,37.7470128,-122.447907,-122.4847353,6302,16224,11696,10833,33822,78877,25568043
94404,California,37.5731365,37.5340351,-122.2481289,-122.2942522,68951,152060,119236,134957,217189,692393,247633407
94505,California,37.9325223,37.822912,-121.5672592,-121.6320757,34896,138731,106518,116178,40160,436483,159427729
94535,California,38.2866292,38.2549191,-121.9128649,-121.9635656,21475,32248,20941,28984,59643,163291,59478175
95366,California,37.826629,37.6959255,-121.0426253,-121.2044346,52519,141471,101394,122700,126453,544537,197710869
92003,California,33.3174257,33.257512,-117.1519118,-117.2584031,23359,51876,41205,47492,35282,199214,74911865
92660,California,33.6713107,33.6048345,-117.8415372,-117.9087433,104977,238106,185168,199490,359860,1087601,396509097
92691,California,33.6605461,33.547597,-117.6422238,-117.695162,142683,293175,262198,274637,233563,1206256,442093968
94556,California,37.8754351,37.8077362,-122.038541,-122.1466851,28146,119541,89800,102518,52353,392358,137234174
94598,California,37.9399436,37.8509961,-121.9141318,-122.055113,69824,207500,148908,187859,146565,760656,267361690
95120,California,37.2431529,37.115209,-121.762343,-121.9088418,116634,294737,239306,259056,64364,974097,353184595
95655,California,38.5737738,38.5316479,-121.2433658,-121.3212064,14484,29034,32565,29485,83967,189535,67313858
95070,California,37.2995776,37.2138151,-121.9809689,-122.1209986,99571,295379,207530,237159,102885,942524,338106795
90017,California,34.06056,34.0448062,-118.2548779,-118.2733553,425,4914,3666,1238,89342,99585,37033818
92091,California,33.0606613,32.981751,-117.1583681,-117.2463464,15196,50590,39978,43143,12156,161063,58950783
92705,California,33.7871552,33.7004731,-117.7618239,-117.8686424,162465,298074,238603,282849,769556,1751547,649157179
93064,California,34.2619473,34.2259349,-118.6735908,-118.7179099,808,969,378,445,10398,12998,5007031
93636,California,37.1932836,36.8496991,-119.7478294,-120.0253307,8146,14944,11243,12428,24237,70998,25743471
93944,California,36.6082511,36.5987085,-121.8955044,-121.9253557,280,4223,1892,3576,16251,26222,8902930
90822,California,33.8102672,33.7633036,-118.1153082,-118.2445991,277,1530,376,753,20770,23706,8842158
93943,California,36.5993726,36.5937419,-121.8677798,-121.8776521,156,980,18,1072,10068,12294,4224348
91384,California,34.6329052,34.400136,-118.5870245,-118.7777914,5,106,536,552,3104,4303,1665713
92861,California,33.8316956,33.8025434,-117.7938187,-117.8269757,36772,78497,53997,71795,22891,263952,95892002
94514,California,37.8961466,37.7476832,-121.5571923,-121.6981245,140,228,127,241,41,777,268061
93042,California,34.1254694,34.0964417,-119.0988296,-119.1511257,748,1538,5638,5648,25425,38997,14417184
