zip_code,state,lat_max,lat_min,long_max,long_min,number_of_panels_north,number_of_panels_south,number_of_panels_east,number_of_panels_west,number_of_panels_flat,number_of_panels_total,potential_kwh_total
84058,Utah,40.3267117,40.2573105,-111.6590391,-111.7643307,15068,133782,74892,123601,279228,626571,218842521
84318,Utah,41.8132787,41.7799752,-111.7905544,-111.8366437,2114,16159,11601,14227,23595,67696,22707499
84095,Utah,40.5818894,40.5370671,-111.8964613,-111.9836883,9810,222713,134789,187267,199287,753866,256983286
84097,Utah,40.3337158,40.2613243,-111.6423405,-111.7123487,17198,109423,61741,102851,134878,426091,149214682
84604,Utah,40.5669908,40.2151501,-111.5119658,-111.7139906,16800,119925,70745,102156,270437,580063,202509461
84764,Utah,37.7113789,37.5442962,-112.1478709,-112.2470989,798,4471,5330,4724,2528,17851,6849971
84113,Utah,40.7666924,40.7574741,-111.8311707,-111.8358538,912,2627,723,2081,1716,8059,2741003
84006,Utah,40.7160342,40.5131008,-112.0676061,-112.2032634,312,1084,990,863,10083,13332,4408291
84112,Utah,40.7712205,40.7588089,-111.8282014,-111.8529926,860,4932,4863,6202,58725,75582,25524089
84056,Utah,41.151593,41.104034,-111.9595966,-112.0239301,8106,32317,46496,65375,204448,356742,124315472
84150,Utah,40.7727575,40.7696521,-111.888578,-111.8934221,185,820,739,765,6361,8870,2886214
84132,Utah,40.7725777,40.7671242,-111.8323738,-111.8399041,48,394,76,529,25399,26446,8859923
84339,Utah,41.7093963,41.5643173,-111.8658714,-112.0416521,10,14,76,42,810,952,321310
84757,Utah,37.503507,37.4125353,-113.1987347,-113.3167186,0,116,21,50,56,243,97343
84143,Utah,40.7864942,40.7787247,-111.8798214,-111.9021787,0,84,14,29,2076,2203,732320
84779,Utah,37.4671846,37.1714215,-113.0145324,-113.2054463,0,15,83,88,5,191,73021
84138,Utah,40.7668163,40.7652414,-111.8856902,-111.8879259,0,266,10,0,3638,3914,1281867
84720,Utah,37.7652079,37.4824932,-112.9058104,-113.3609805,0,22,11,25,0,58,22750
84773,Utah,38.2863683,38.1805689,-111.1801175,-111.4826795,0,5,0,90,28,123,48286
84199,Utah,40.7282794,40.7265505,-111.9395336,-111.9417693,0,5,0,10,14088,14103,4838786
84535,Utah,38.3904605,37.6715508,-109.0417558,-109.9375675,0,21,0,0,145,166,63513
84190,Utah,40.7281467,40.7266963,-111.8857834,-111.8876931,0,25,0,0,6822,6847,2296716
84045,Utah,40.4369674,40.2204002,-111.8516651,-111.9456119,0,0,0,0,36,36,12559
84201,Utah,41.2929336,41.2921022,-112.0124258,-112.0130313,0,0,0,0,4844,4844,1691021
84184,Utah,40.7278332,40.7268802,-111.9584438,-111.9584904,0,0,0,0,3401,3401,1159494
84310,Utah,41.4534301,41.2435932,-111.6610187,-111.9779129,0,0,0,0,0,,
04108,Maine,43.6750043,43.6314579,-70.1774494,-70.2088959,158,6280,3180,2977,1384,13979,4005008
03905,Maine,43.1186169,42.9818978,-70.6108394,-70.7183105,54,1544,390,465,935,3388,979451
04346,Maine,44.2460113,44.2247367,-69.7278501,-69.768829,147,3069,1554,1761,3477,10008,2809948
03908,Maine,43.3002062,43.1762187,-70.6619467,-70.8228887,518,8964,4648,4746,13021,31897,9097490
04063,Maine,43.502311,43.499605,-70.3829664,-70.3864691,76,720,888,154,25,1863,547579
04345,Maine,44.2689109,44.1260544,-69.6607268,-69.9332704,68,10312,6431,5224,26478,48513,13612091
04646,Maine,44.2645003,44.2413331,-68.1988685,-68.2405015,16,845,442,151,53,1507,420300
04675,Maine,44.3351661,44.2938568,-68.2323446,-68.2536127,41,2039,526,1148,236,3990,1094697
03901,Maine,43.3621249,43.2392489,-70.7665607,-70.9147636,759,9352,6525,3985,15746,36367,10423146
04344,Maine,44.2855366,44.2352922,-69.769304,-69.8634238,185,6946,4145,3443,5727,20446,5643932
04347,Maine,44.3132335,44.2625982,-69.7837856,-69.8443252,197,5462,3986,1044,9349,20038,5643229
04660,Maine,44.3806238,44.3062779,-68.1950772,-68.4393859,22,2005,1207,1301,1753,6288,1696435
03903,Maine,43.1952402,43.0952602,-70.7357341,-70.8317611,743,8858,3666,5797,18980,38044,10938279
03904,Maine,43.1427249,43.0752018,-70.6833743,-70.7727629,2303,22249,17502,13786,65575,121415,34867440
04662,Maine,44.315401,44.2864921,-68.2680248,-68.3050164,404,4907,2101,2586,2433,12431,3438978
04064,Maine,43.5469616,43.5013096,-70.3541155,-70.4239524,3037,41180,31864,13717,30710,120508,34812572
04103,Maine,43.7251986,43.6620669,-70.2452555,-70.3347353,6159,103932,66348,45634,345020,567093,162847786
04106,Maine,43.6630043,43.5978493,-70.2213239,-70.3592325,5003,96797,60363,54142,336884,553189,159800216
04653,Maine,44.2594586,44.2219412,-68.3366859,-68.3589822,360,2851,1710,1883,1099,7903,2215371
04107,Maine,43.6349709,43.5535233,-70.1984853,-70.2759348,1800,40707,18537,18409,14086,93539,26584596
04252,Maine,44.0593297,43.9927588,-70.0256262,-70.0919258,43,1262,509,363,67,2244,621669
04330,Maine,44.51388,44.2335839,-69.610719,-69.8321736,3202,51909,38677,22062,283218,399068,112618902
04428,Maine,44.862541,44.7423042,-68.4562451,-68.6985411,146,4083,2395,1819,1051,9494,2621389
04474,Maine,44.7653985,44.6814953,-68.7298829,-68.8384026,1024,10365,6331,4559,8857,31136,8764003
04609,Maine,44.4434478,44.3213773,-68.1381567,-68.3731415,1506,19348,11179,11943,26406,70382,19310175
04612,Maine,44.27638,44.2391552,-68.3519723,-68.4086833,173,1885,1026,1289,446,4819,1347270
04679,Maine,44.3146759,44.2317642,-68.2651658,-68.3529727,1660,11101,7871,7179,7924,35735,9905156
04092,Maine,43.7529592,43.6445927,-70.3160872,-70.3907296,3304,68261,43326,34991,229289,379171,108889704
04102,Maine,43.6871781,43.6409104,-70.2592949,-70.3407242,3939,50312,39110,26705,178336,298402,85840616
04401,Maine,44.956794,44.7674734,-68.6984212,-68.9758851,15010,137353,97578,87190,649855,986986,276501574
04473,Maine,44.9097894,44.8483255,-68.6492234,-68.8022002,130,5874,4355,1644,1367,13370,3701929
04062,Maine,43.8849492,43.6989871,-70.3280198,-70.4706956,223,5141,3118,4168,7147,19797,5627671
04074,Maine,43.6545461,43.5279297,-70.2585874,-70.4870097,5405,108902,52235,48986,203588,419116,120567824
04105,Maine,43.8054139,43.6875382,-70.187376,-70.3581652,3599,35363,22698,13564,36218,111442,31626532
04210,Maine,44.1974046,43.9868635,-70.1739707,-70.3142973,4493,82213,57501,41747,324317,510271,144208800
04236,Maine,44.2560097,44.1270352,-70.0856258,-70.2047203,103,3362,2341,1228,492,7526,2076560
04412,Maine,44.8206292,44.7528131,-68.6870048,-68.7850846,3080,44431,30178,29375,103425,210489,59141000
04072,Maine,43.6057077,43.4622133,-70.3567445,-70.5367034,3606,85825,64431,29012,144521,327395,93927437
04280,Maine,44.2077388,44.0518374,-69.9949846,-70.1242104,1333,24109,15977,13411,11446,66276,18506738
04444,Maine,44.7818866,44.6759142,-68.7840569,-69.0606826,1758,25602,15562,9683,53180,105785,29698216
04674,Maine,44.3262084,44.2679686,-68.3851116,-68.429889,60,1295,556,460,952,3323,934611
04093,Maine,43.7103931,43.563988,-70.458783,-70.605685,332,9454,5435,2430,5927,23578,6713048
04258,Maine,44.2088197,44.083145,-70.2899175,-70.390245,192,5621,4918,4043,880,15654,4332815
04429,Maine,44.8122078,44.6433952,-68.5256276,-68.7276736,318,6980,5942,2722,4885,20847,5827085
04605,Maine,44.8572891,44.3966461,-68.2650856,-68.636939,748,2342,1324,956,6675,12045,3398958
04274,Maine,44.1002146,43.994156,-70.290622,-70.475046,628,4030,3848,2886,2707,14099,3939539
04240,Maine,44.1633358,44.0077861,-70.1167272,-70.2225454,14539,133813,106612,46335,486951,788250,222560725
04038,Maine,43.8152977,43.6187069,-70.3817221,-70.5433889,4648,67788,29333,36592,95656,234017,66810908
04250,Maine,44.0637393,43.9892526,-70.0826818,-70.1519779,98,2643,2785,1646,22514,29686,8456519
04101,Maine,43.6735541,43.6453281,-70.2403596,-70.2837674,3020,29992,18331,17523,216121,284987,82441806
04005,Maine,43.5910085,43.4032965,-70.3291528,-70.6212725,8672,93489,80256,32126,283784,498327,144311195
04046,Maine,43.4938808,43.3407141,-70.395096,-70.6042359,160,4774,3918,2407,1843,13102,3719586
04122,Maine,43.6577844,43.6523028,-70.3140841,-70.3292011,5,741,362,178,9687,10973,3156723
04333,Maine,44.3071738,44.3071738,-69.7818272,-69.7818272,132,151,20,19,494,816,206865
03906,Maine,43.4071299,43.2713141,-70.7101793,-70.8495029,410,169,5,10,7578,8172,2357145
04411,Maine,44.9416253,44.8333966,-68.5799013,-68.6694652,4,83,95,0,0,182,52167
04109,Maine,43.6918905,43.6631746,-70.1840006,-70.2514646,0,2701,1274,1018,367,5360,1534549
03909,Maine,43.2166114,43.1041613,-70.5911456,-70.7564093,0,555,195,70,523,1343,377966
04351,Maine,44.3992916,44.2619688,-69.8281826,-69.9077461,0,28,11,29,0,68,18014
04336,Maine,44.3124182,44.3114362,-69.8164698,-69.8172433,0,0,0,0,3132,3132,872752
75371,Texas,32.7926028,32.7912163,-96.7726649,-96.7740141,92,62,22,98,142,416,136299
75223,Texas,32.8096624,32.7787024,-96.7306255,-96.768785,4856,25203,16900,14565,66536,128060,42327842
75210,Texas,32.7821173,32.7496356,-96.7316916,-96.769036,7618,16658,14589,9312,41473,89650,29661062
75208,Texas,32.7766827,32.7261555,-96.8199225,-96.8572548,16758,81586,24836,46723,165511,335414,111117336
75209,Texas,32.866276,32.8228388,-96.8119734,-96.8496317,8492,44976,15872,31462,63200,164002,54277491
79411,Texas,33.5776497,33.5609147,-101.8446925,-101.8702599,3839,29739,10676,17601,67661,129516,49570627
75215,Texas,32.7784968,32.7337802,-96.7421599,-96.7995171,11492,37999,26734,27892,245479,349596,116979453
75203,Texas,32.7688559,32.7204371,-96.7632217,-96.8276678,15409,36265,15774,24450,105129,197027,65495704
75211,Texas,32.7661989,32.7062997,-96.8569826,-96.9618066,49032,149403,66224,106248,341355,712262,237322691
75216,Texas,32.7390057,32.679265,-96.7413497,-96.8227693,47596,153545,79744,129777,179853,590515,193339879
77358,Texas,30.6283341,30.4747059,-95.2831277,-95.5894121,631,1079,685,873,1138,4406,1346590
77363,Texas,30.4092194,30.1860175,-95.8043409,-95.9157328,85,147,67,76,60,435,136191
75205,Texas,32.8509667,32.8162068,-96.7724035,-96.8161967,10165,73190,32456,44616,96233,256660,84732121
75212,Texas,32.7955152,32.7629239,-96.8253964,-96.9369741,20504,67632,32327,55170,495828,671461,227119399
75214,Texas,32.8581214,32.7939898,-96.7246684,-96.7712217,29665,124453,65008,70093,84235,373454,121674257
75224,Texas,32.7335828,32.6868116,-96.817641,-96.8568569,27015,92786,44877,59785,144926,369389,122049843
75652,Texas,32.3729421,32.1143171,-94.5582719,-94.91331,228,364,493,540,964,2589,810925
77355,Texas,30.2244761,30.0953643,-95.6487117,-95.834302,21142,68800,33555,43663,51860,219020,67392475
75022,Texas,33.06965,32.9828724,-97.0630054,-97.177616,6877,111947,35966,64103,36706,255599,85508845
76015,Texas,32.7065639,32.6752496,-97.1135236,-97.1547034,10460,46991,17737,29524,95080,199792,67721273
76051,Texas,32.9895856,32.8811998,-97.0147799,-97.1282402,25280,169977,60088,109359,499775,864479,293104541
75028,Texas,33.0736132,32.9879219,-97.0161498,-97.1094525,13059,203021,86191,130099,242080,674450,226800554
75206,Texas,32.8667685,32.802389,-96.7556305,-96.7885949,29968,77413,47247,64866,155387,374881,123461637
76012,Texas,32.7824586,32.7316206,-97.1141095,-97.1784789,19282,92191,37197,65596,110262,324528,108898627
77378,Texas,30.5436915,30.3895996,-95.2399437,-95.5764761,13575,27317,16627,21545,71245,150309,47488414
78722,Texas,30.3050236,30.2792832,-97.6995926,-97.7279262,9040,20384,15560,15672,49325,109981,36048656
75225,Texas,32.8798424,32.850402,-96.7709707,-96.8348906,10833,85348,31633,49098,97449,274361,90209728
76034,Texas,32.922718,32.8602969,-97.1000869,-97.1863926,10000,138758,31118,81106,87727,348709,116969920
76105,Texas,32.7450069,32.7037956,-97.2376964,-97.2969343,19271,69554,52660,74838,135046,351369,117738206
77362,Texas,30.2217717,30.1175289,-95.6328262,-95.7281516,5938,16471,10394,12078,20533,65414,20219928
78751,Texas,30.3245875,30.2945566,-97.7079614,-97.7377024,10613,33338,27818,23006,138860,233635,77118721
79104,Texas,35.2224095,35.193065,-101.7564348,-101.8165934,4238,26693,23208,34251,89957,178347,67612314
75019,Texas,32.9932316,32.9269149,-96.9390081,-97.0316919,18372,171314,68012,118411,492213,868322,292896059
75060,Texas,32.8166905,32.7780454,-96.9056742,-97.0032965,38792,122424,55698,101429,148594,466937,153737176
75220,Texas,32.8849547,32.8448396,-96.8102841,-96.9269095,29199,91325,37759,54062,594134,806479,273774684
76021,Texas,32.8676026,32.8376908,-97.1001628,-97.1677779,24582,144151,53094,93349,100375,415551,139405773
76022,Texas,32.8393387,32.8222848,-97.1213217,-97.1679357,9762,42957,20324,35039,35073,143155,47632974
76039,Texas,32.881038,32.8382139,-97.0405276,-97.108538,16823,112810,47774,75500,130216,383123,128812853
77306,Texas,30.3373829,30.1979914,-95.2431663,-95.3984647,13498,27257,20578,22643,69052,153028,47792809
77345,Texas,30.0919912,30.0313331,-95.1319177,-95.1915038,17031,116273,65327,69605,49673,317909,97657684
75063,Texas,32.9523282,32.8879463,-96.9404603,-97.0321597,16089,118502,65915,84156,587919,872581,295824799
75077,Texas,33.110035,33.0450193,-97.0100931,-97.1313317,14699,183892,84683,115918,87500,486692,162481738
75235,Texas,32.8582451,32.8064679,-96.8184573,-96.8723781,17105,34157,29545,30324,481361,592492,200968137
76010,Texas,32.7423145,32.7063259,-97.043942,-97.1158532,48398,122899,36710,62767,371691,642465,217400290
76017,Texas,32.6821969,32.6437102,-97.1152554,-97.2228792,23817,170194,65063,124938,105376,489388,164483920
76018,Texas,32.6821475,32.6399522,-97.0626103,-97.1334979,10699,120911,42106,82287,117032,373035,127744499
76111,Texas,32.8103116,32.7510127,-97.2802704,-97.3210679,26882,81869,55407,78734,289725,532617,180405906
77318,Texas,30.5143087,30.3674524,-95.4862605,-95.5854212,18585,49429,37234,41568,56391,203207,63481833
75021,Texas,33.7964479,33.671776,-96.3810167,-96.5742932,4430,14368,10953,13295,53113,96159,31859378
76013,Texas,32.7375678,32.7045065,-97.1115024,-97.2038649,21160,99854,39349,71451,178561,410375,138214651
76040,Texas,32.8381313,32.7929666,-97.0547807,-97.1559215,19940,89461,37838,70094,180781,398114,135047158
76092,Texas,33.0061149,32.9152168,-97.1003182,-97.2028004,9218,138365,37949,116143,262451,564126,190652601
76114,Texas,32.8140198,32.7463769,-97.3547016,-97.4418327,30018,95114,50268,68652,172102,416154,139219876
76205,Texas,33.2160712,33.1616909,-97.0914268,-97.1708396,1135,12615,3952,8485,2731,28918,9709501
77372,Texas,30.2968867,30.1900555,-95.0857157,-95.2533963,21808,48585,26934,31269,52990,181586,55809351
77381,Texas,30.2067137,30.1478132,-95.4527086,-95.5394383,24752,159703,85865,109811,171494,551625,169620404
78358,Texas,28.0665163,28.0617152,-97.0333571,-97.0401615,992,1174,822,1137,5508,9633,3248725
78702,Texas,30.2849064,30.2476822,-97.691166,-97.7363445,27182,58762,61805,61138,256762,465649,154394445
79107,Texas,35.250768,35.2012546,-101.7423516,-101.8777887,20030,116129,97952,135532,241106,610749,231452844
79410,Texas,33.5823833,33.5622053,-101.8707793,-101.9218364,18753,68421,18432,28173,136796,270575,103266285
79415,Texas,33.7931581,33.578771,-101.8371042,-101.976013,19235,76888,37503,60286,276313,470225,181092906
75061,Texas,32.8413567,32.8139019,-96.8932674,-97.0345096,41391,115328,58706,95982,471389,782796,262546232
75217,Texas,32.7654317,32.6340094,-96.6347725,-96.7311586,79841,260402,139904,211630,287985,979762,320271072
76103,Texas,32.7711649,32.7331316,-97.243226,-97.3037246,15809,59885,39817,55399,104411,275321,91824812
76110,Texas,32.7932896,32.6854901,-97.3123793,-97.3652243,31690,150915,62109,114671,267621,627006,214042503
76208,Texas,33.2805487,33.1330645,-97.0115206,-97.1201021,4524,52549,24163,35464,52592,169292,57270826
77026,Texas,29.8196086,29.6949772,-95.2894658,-95.3593121,55147,115805,77113,100462,245612,594139,188448282
77070,Texas,30.0217509,29.7218237,-95.2720149,-95.6154362,48285,178049,90514,115784,415336,847968,269210280
77328,Texas,30.550735,30.2580699,-95.0638641,-95.302879,20079,44629,32748,38110,46724,182290,56074932
77357,Texas,30.224662,30.0859503,-95.0869768,-95.3084126,28253,84197,45503,53574,109472,320999,98470582
78202,Texas,29.4363311,29.4196323,-98.4432282,-98.4820708,21939,40421,32219,51663,111794,258036,84566014
78203,Texas,29.4204843,29.4085897,-98.4441709,-98.4760797,9656,23667,14965,25295,41783,115366,37737891
78225,Texas,29.3975767,29.3786735,-98.5120977,-98.5466097,23266,39582,34945,44736,56022,198551,64039394
79928,Texas,31.7682606,31.5183458,-106.0353058,-106.4907216,1912,4180,2665,2489,102216,113462,47991840
75057,Texas,33.0839378,33.0046311,-96.9532484,-97.02248,10326,34105,17222,28916,257940,348509,117648325
75219,Texas,32.8235544,32.7835979,-96.7978326,-96.8313314,11674,27865,16719,18383,139029,213670,70869349
75236,Texas,32.7165038,32.6584973,-96.8881754,-96.9830181,13077,47862,22553,37905,316887,438284,148423022
77550,Texas,29.4992848,29.276027,-94.5230257,-94.8214455,43660,92294,106641,124121,351316,718032,239591301
78204,Texas,29.4238798,29.3880579,-98.487312,-98.527861,24151,41664,39005,42169,198150,345139,113758112
78208,Texas,29.4464706,29.4012856,-98.4406466,-98.5745912,9988,18905,14283,19741,54475,117392,38671224
79106,Texas,35.232782,35.1765749,-101.7643672,-101.9334251,23325,167433,93972,133073,291849,709652,267504164
79934,Texas,32.0002945,31.923636,-106.3248226,-106.456726,2821,34812,17561,28498,19186,102878,42997957
75039,Texas,32.9113779,32.8400977,-96.9138908,-96.9707855,6711,39717,25528,38966,183383,294305,99043276
75204,Texas,32.8195519,32.7854021,-96.7699981,-96.8053974,19315,42139,26553,23246,176697,287950,95707732
75218,Texas,32.8695958,32.8050946,-96.6694294,-96.7280754,36791,118266,72531,71971,154807,454366,148032219
75227,Texas,32.7927829,32.7488631,-96.6393645,-96.7325487,42126,200319,113624,161493,393187,910749,301020415
76119,Texas,32.7202909,32.662038,-97.2176039,-97.312316,70607,157832,92716,131710,468182,921047,311612267
76704,Texas,31.6014819,31.4999758,-97.0976485,-97.1714341,24874,43405,33209,34541,98161,234190,78271016
77004,Texas,29.7454039,29.7102721,-95.336865,-95.3909643,59608,123147,111661,91396,345424,731236,230975357
77007,Texas,29.7887376,29.7582036,-95.3668441,-95.4477855,58896,166221,127700,171372,502326,1026515,325754152
77008,Texas,29.8133016,29.781988,-95.3871046,-95.4493617,63996,205604,137022,177523,499878,1084023,342363218
77022,Texas,29.8476657,29.8142823,-95.3513724,-95.40277,52459,105721,69272,87462,373103,688017,218866804
77028,Texas,29.8509487,29.7937461,-95.2588175,-95.3230558,49745,92412,51611,64023,315237,573028,182161581
77064,Texas,29.9658433,29.8961364,-95.5015531,-95.5844774,69853,175320,113080,144143,404115,906511,288136739
77447,Texas,30.1877649,29.9325637,-95.7365025,-95.9071712,10747,19243,8763,12685,10828,62266,19617962
77518,Texas,29.52446,29.4865653,-94.9611258,-95.0054077,12280,26993,17711,24960,32899,114843,36495975
77703,Texas,30.1318694,30.0948396,-94.0797473,-94.1414004,30018,70626,45594,61967,83970,292175,91131124
78201,Texas,29.4981093,29.4412073,-98.4057441,-98.5658155,90985,151670,94440,120662,348626,806383,262589876
78212,Texas,29.4928947,29.4313413,-98.4685459,-98.5109397,63388,123923,54575,89878,334123,665887,217525518
79110,Texas,35.1822824,35.1171464,-101.8364535,-101.9076495,10108,102022,89253,115424,179647,496454,187855287
75052,Texas,32.7894519,32.5979822,-96.9648693,-97.0733323,97170,426310,192519,336538,322873,1375410,461809874
75068,Texas,33.2206405,33.1294813,-96.8790192,-97.0119195,13732,123301,71726,105377,68588,382724,128209565
75090,Texas,33.7103855,33.4848725,-96.4767171,-96.6180771,32709,100081,58162,75111,487630,753693,252732030
77003,Texas,29.7614306,29.7338399,-95.3229536,-95.3669258,25139,49382,50194,38016,319865,482596,155906349
77006,Texas,29.7532002,29.7255495,-95.3745713,-95.4040177,26437,73068,54937,73190,197073,424705,133711975
77076,Texas,29.8772856,29.8456223,-95.3604464,-95.4099292,63994,112600,52142,78695,251257,558688,177420687
77078,Texas,29.8913708,29.81238,-95.2297467,-95.2863426,30052,58275,33094,39895,204983,366299,116193956
77093,Texas,29.8940572,29.8200152,-95.3076469,-95.3695628,101821,173420,113660,157497,443841,990239,315621454
77336,Texas,30.1403706,29.9998309,-95.0510255,-95.1510464,24020,72278,37769,42164,61081,237312,72753348
77346,Texas,30.0330685,29.938612,-95.1357348,-95.2401578,50365,282234,168743,219502,234153,954997,297946667
77506,Texas,29.7295773,29.6907813,-95.1730031,-95.2363133,64950,107838,62613,85033,376134,696568,221172967
77532,Texas,30.0272361,29.8424233,-94.980694,-95.1469127,32156,97371,58360,71732,116696,376315,116673540
78040,Texas,27.5317847,27.4896653,-99.4794888,-99.524395,83144,114175,71428,110126,450381,829254,291463173
78237,Texas,29.4414416,29.3983338,-98.5440996,-98.5992338,78011,119460,88492,97668,292790,676421,221423190
78404,Texas,27.7841258,27.751552,-97.3795904,-97.4183891,50119,67712,50168,63377,139070,370446,123416229
78705,Texas,30.314483,30.2811426,-97.7205181,-97.7530021,14274,41234,34331,33852,246069,369760,122886062
79504,Texas,32.5251358,32.1313609,-99.1424372,-99.4719453,4010,10799,9223,10475,20934,55441,19853169
79905,Texas,31.7816591,31.747525,-106.3930867,-106.4675741,31144,56349,32817,54666,388486,563462,234844352
75001,Texas,32.9873585,32.9334719,-96.8191062,-96.855527,14234,44163,20554,38084,391608,508643,172989863
75062,Texas,32.8687223,32.833363,-96.8911509,-97.0387124,70103,155235,71625,109976,334689,741628,246603452
75228,Texas,32.8661377,32.7832153,-96.6366301,-96.7308764,98976,251983,155664,183598,430401,1120622,367459210
75229,Texas,32.9135913,32.8717482,-96.8090807,-96.9331997,56424,174141,49003,86632,661220,1027420,345777949
75233,Texas,32.7241259,32.6898996,-96.854595,-96.891109,17747,61563,29469,41193,158568,308540,102692400
75964,Texas,31.8220646,31.4737963,-94.6060824,-94.8505647,20337,40601,29299,28984,169798,289019,92484242
76117,Texas,32.8387718,32.7565861,-97.2316406,-97.2903232,55479,133884,75849,107835,519932,892979,302877597
76240,Texas,33.8936087,33.4260618,-96.9412834,-97.3304327,41550,98392,54307,88950,226279,509478,172467837
77018,Texas,29.8440482,29.809854,-95.3922782,-95.4567519,54919,149703,84864,101394,446694,837574,264019955
77019,Texas,29.7627976,29.7421198,-95.3753686,-95.4457181,28403,100515,58067,78386,192658,458029,143738391
77023,Texas,29.7456776,29.6968787,-95.2865569,-95.3424836,49246,99436,91454,81622,428090,749848,239596393
77065,Texas,29.952201,29.8915754,-95.5783943,-95.6304751,57219,154255,92178,113148,196391,613191,193780563
78408,Texas,27.8043315,27.7861687,-97.4098951,-97.4859192,38757,48637,45908,54624,341618,529544,179533790
78469,Texas,27.7999177,27.7972647,-97.4271506,-97.4319457,255,291,303,401,8632,9882,3386942
79108,Texas,35.5663661,35.1884191,-101.5975809,-101.9948883,17340,67551,43290,64130,179995,372306,141249043
79404,Texas,33.5787845,33.4618715,-101.6884003,-101.8897736,26971,87410,40608,66718,789013,1010720,388497564
79908,Texas,31.8315252,31.8206707,-106.3694671,-106.4014129,5721,21338,8245,14655,16198,66157,28047356
75232,Texas,32.6910065,32.6252924,-96.8163014,-96.8611924,52886,145140,84522,109903,186351,578802,190136958
75240,Texas,32.9405569,32.7770799,-96.7524939,-96.8210738,22999,55755,25502,35414,138148,277818,92285672
75602,Texas,32.509107,32.4008116,-94.5418746,-94.7536378,50987,100261,62987,82275,374627,671137,216081922
76001,Texas,32.6489995,32.6087881,-97.1155183,-97.1927284,11592,141907,64366,129440,184799,532104,180629275
77029,Texas,29.8017945,29.7287965,-95.2187767,-95.293222,67151,100543,62852,82665,919539,1232750,398524602
77040,Texas,29.9018096,29.810899,-95.3090661,-95.584026,91753,194420,116303,143714,991162,1537352,496059861
77050,Texas,29.9174016,29.8867875,-95.2403516,-95.3059112,11325,19115,10535,13877,27694,82546,25690341
77051,Texas,29.682218,29.6365401,-95.3557457,-95.4075257,48712,77702,58839,71683,143188,400124,127393164
77354,Texas,30.2717788,30.132918,-95.5227113,-95.7993986,52264,202387,116257,161603,206346,738857,228807314
77365,Texas,30.1697012,30.054292,-95.1714141,-95.342504,45614,136843,85372,108626,226926,603381,188134996
77382,Texas,30.2277007,30.1731775,-95.4805562,-95.5908587,29655,227576,133944,158683,62612,612470,186365437
77471,Texas,29.6174824,29.4095065,-95.7482699,-96.0022736,39712,96412,63188,74172,222759,496243,158861486
77562,Texas,29.8634196,29.7916836,-94.9992942,-95.1052053,33356,68444,38533,56554,98303,295190,92786357
77701,Texas,30.0957479,30.0560199,-94.0354404,-94.1376724,53746,103171,64455,97982,406072,725426,233356418
77702,Texas,30.106072,30.0721405,-94.1170182,-94.1354637,6998,18794,11357,16869,102618,156636,50329313
78073,Texas,29.3182667,29.1579725,-98.5567153,-98.7097294,4166,5931,3652,4236,36219,54204,18153054
78221,Texas,29.4271916,29.2140864,-98.3919119,-98.5322411,103527,137235,63601,98409,238384,641156,210325259
78516,Texas,26.2403513,26.0718428,-98.0845237,-98.1692911,69696,101316,96740,101049,219372,588173,199196393
78655,Texas,29.8742586,29.7328594,-97.7747584,-97.898844,53,52,103,116,85,409,134232
79906,Texas,31.8277004,31.7896975,-106.3786921,-106.443877,11285,29864,10060,24265,353915,429389,180360822
79932,Texas,31.9173319,31.8393593,-106.5720573,-106.6431534,17348,73571,42672,58523,169448,361562,150063212
75025,Texas,33.122077,33.068022,-96.6886031,-96.7731983,20295,302859,165296,301502,84617,874569,289969997
75459,Texas,33.6227103,33.4723753,-96.5221006,-96.7988684,3200,9191,7677,8600,29094,57762,19160680
75961,Texas,31.7148113,31.4119441,-94.2921018,-94.7942487,21984,46433,34961,37283,170681,311342,99683303
76109,Texas,32.7298421,32.6764597,-97.3522613,-97.4221657,33505,143099,84220,110209,192935,563968,188159774
76120,Texas,32.7865184,32.7357282,-97.1531234,-97.2120975,14122,76104,39092,67376,67182,263876,89752885
76135,Texas,32.8816155,32.6032761,-97.0463365,-97.5390155,24273,89880,53355,73251,121285,362044,122375645
76708,Texas,31.6938925,31.5468246,-97.1298858,-97.2893027,66049,151149,104666,145334,151490,618688,205407439
76901,Texas,31.7085592,31.4214494,-100.4252134,-100.9761302,68276,136328,84368,107644,230602,627218,229369809
77017,Texas,29.7171577,29.6533292,-95.226953,-95.6627831,76387,122108,76242,90874,335513,701124,221674210
77303,Texas,30.4382062,30.290838,-95.2595678,-95.4845604,31881,59840,44931,49451,269977,456080,145427281
77429,Texas,30.048923,29.9244986,-95.5853391,-95.7266296,112821,414311,263528,335224,503287,1629171,514824579
77530,Texas,29.8192569,29.7499364,-95.0633049,-95.1603739,82250,146084,97263,129110,359992,814699,256777078
78043,Texas,27.622457,27.4714261,-99.194448,-99.48179,81567,117541,77173,123558,261563,661402,230227180
78359,Texas,27.9291958,27.9081319,-97.2822095,-97.3062747,7146,8414,9097,8376,12683,45716,15454030
78380,Texas,27.9508271,27.6203509,-97.5627469,-97.8984612,55802,80304,71664,79405,152596,439771,146977161
78617,Texas,30.2307466,30.0698532,-97.511378,-97.682473,5008,7016,7794,7521,28908,56247,18770739
