zip_area,zip_lat,zip_long,lat_mean,long_mean,lat_max,lat_min,long_max,long_min,dens,approx_zips,number_of_panels_north,number_of_panels_south,number_of_panels_east,number_of_panels_west,number_of_panels_flat,number_of_panels_total,potential_kwh_total,state_size,state_lat,state_long,is_usa
51.08151626467997,38.91,-38.49,38.9080922,-38.491479775,38.926739,38.8894454,-38.47697975,-38.5059798,33.797548041731304,20,5.148,6.067,10.013,6.5933,93.60119999999999,34.528600000000004,52.76681,1.185854122563176,38.89243243243243,-38.51405405405406,50
50.588451036180054,38.88,-38.495,38.8778923,-38.495924200000005,38.8917474,38.8640372,-38.48530625,-38.50654215,12.528650057830646,20,4.635,4.7155000000000005,6.547,5.8681,30.2565,12.6761,19.23649,1.185854122563176,38.89243243243243,-38.51405405405406,50
50.35592906389999,38.91,-38.51,38.9100945,-38.509296125000006,38.9291075,38.8910815,-38.50461605,-38.5139762,16.02750688952323,20,7.7010000000000005,4.287,7.3420000000000005,6.2461,40.202999999999996,16.1416,24.397999499999997,1.185854122563176,38.89243243243243,-38.51405405405406,50
50.156941452130035,38.93,-38.515,38.9330202,-38.515100225,38.9377033,38.9283371,-38.50672215,-38.5234783,10.792424424775444,20,8.64,3.478,4.178,2.793,27.077699999999997,10.8263,16.425856,1.185854122563176,38.89243243243243,-38.51405405405406,50
51.07747705304,38.95,-38.51,38.951105999999996,-38.508981,38.9694168,38.9327952,-38.49427005,-38.52369195,34.484671162808866,20,32.625,25.9095,25.019000000000002,18.97,71.23949999999999,35.2278,53.499693,1.185854122563176,38.89243243243243,-38.51405405405406,50
50.19672132736999,38.92,-38.52,38.9194917,-38.518940875,38.9286894,38.910294,-38.51359385,-38.5242879,16.344095357332876,20,6.681,4.6850000000000005,4.3790000000000004,3.9872,42.7236,16.4084,24.8317165,1.185854122563176,38.89243243243243,-38.51405405405406,50
50.66176981157492,38.91,-38.54,38.913988450000005,-38.538356925,38.9274227,38.9005542,-38.52604195,-38.5506719,19.490436352154436,20,9.852,17.465,11.035,12.897499999999999,38.943,19.7484,29.823732,1.185854122563176,38.89243243243243,-38.51405405405406,50
50.501750948984956,38.94,-38.495,38.938306049999994,-38.497593675,38.9535814,38.9230307,-38.4893819,-38.50580545,16.21636843497325,20,7.989,13.992,17.982,16.7384,27.374999999999996,16.3791,24.781585,1.185854122563176,38.89243243243243,-38.51405405405406,50
50.77777412921005,39.76,-37.765,39.75662655,-37.7645507,39.7745856,39.7386675,-37.75372365,-37.77537775,30.304203490377354,19,30.051000000000002,17.8145,25.799,19.8366,62.39189999999999,30.7756,46.1390825,10.651584389188315,39.32571428571429,-37.765408163265306,50
51.069262253599945,39.74,-37.795,39.7429421,-37.79585,39.7595337,39.7263505,-37.7797385,-37.8119615,38.922825830715425,19,34.422000000000004,35.581,54.249,32.640299999999996,64.2114,39.7552,59.269701999999995,10.651584389188315,39.32571428571429,-37.765408163265306,50
50.36977992236007,39.76,-37.78,39.76055905,-37.7822653,39.7744276,39.7466905,-37.7755995,-37.7889311,9.37625696852303,19,9.441,6.6005,12.099,5.3634,17.504099999999998,9.4456,13.933297999999999,10.651584389188315,39.32571428571429,-37.765408163265306,50
109.57562285428904,45.03,-55.35,45.0667533,-55.205808475,45.141131,44.9923756,-55.00556155,-55.4060554,0.5493010072143435,59,2.616,1.8675,1.843,1.2229,1.1522999999999999,1.2038,1.8373294999999998,88.22863055720632,46.92656790123457,-55.14871604938271,50
59.14924979313029,41.48,-35.68,41.54530615,-35.67588935,41.6412563,41.449356,-35.6520508,-35.6997279,0.644640466842041,28,0.561,1.3425,2.535,1.1627,0.1674,0.7626000000000001,1.0882319999999999,6.225451790834181,41.70208791208792,-35.74994505494505,50
50.21092510766998,43.06,-35.36,43.065463750000006,-35.36125475,43.0730646,43.0578629,-35.3543172,-35.3681923,0.8256171323493009,38,0.465,1.9285,1.9140000000000001,0.9772,0.29069999999999996,0.8291000000000001,1.1808545,17.517437740719956,43.38366197183098,-35.78077464788733,50
50.603076710220044,38.97,-38.53,38.9703389,-38.534847049999996,38.984944,38.9557338,-38.524524,-38.5451701,11.268287168887452,20,5.847,21.4065,11.286,11.158,12.6162,11.404200000000001,17.0176485,1.185854122563176,38.89243243243243,-38.51405405405406,50
53.69141077387966,38.94,-38.545,38.9223226,-38.530802449999996,38.9568832,38.887762,-38.5041,-38.5575049,23.54352366198142,20,12.585,38.646,25.354,23.4843,33.7281,25.2817,38.224911,1.185854122563176,38.89243243243243,-38.51405405405406,50
50.71656673210015,38.93,-38.485,38.930451700000006,-38.486233325,38.9454903,38.9154131,-38.4743212,-38.49814545,31.46831701819166,20,14.166,19.4055,17.368000000000002,18.9679,69.35849999999999,31.9193,48.9417275,1.185854122563176,38.89243243243243,-38.51405405405406,50
51.42875533550006,38.89,-38.47,38.891244,-38.470026024999996,38.914789,38.867699,-38.45485555,-38.4851965,38.30464080160585,20,40.119,34.3005,40.893,34.1551,66.69959999999999,39.3992,59.859224499999996,1.185854122563176,38.89243243243243,-38.51405405405406,50
52.627925272535116,38.86,-38.49,38.88381685,-38.486614875,38.9243323,38.8433014,-38.4703993,-38.50283045,29.754545555251163,20,43.803000000000004,32.3225,34.306,24.499299999999998,49.3899,31.3184,47.664373999999995,1.185854122563176,38.89243243243243,-38.51405405405406,50
50.17124709015999,38.9,-38.53,38.892173850000006,-38.525864799999994,38.9095403,38.8748074,-38.5233996,-38.52833,3.8466255314161977,20,0.609,0.314,0.305,0.322,11.100599999999998,3.8598000000000003,5.7737565,1.185854122563176,38.89243243243243,-38.51405405405406,50
